DATE,PRICE_60KILO,PRICE_BUSHEL
07/20/2009,24.98,11.33051167
07/21/2009,24.76,11.23072333
07/22/2009,24.8,11.24886667
07/23/2009,25.25,11.45297917
07/24/2009,25.41,11.5255525
07/27/2009,25.74,11.675235
07/28/2009,26.26,11.91109833
07/29/2009,26.2,11.88388333
07/30/2009,27.68,12.55518667
07/31/2009,27.65,12.54157917
08/03/2009,28.2,12.79105
08/04/2009,28.28,12.82733667
08/05/2009,28.21,12.79558583
08/06/2009,27.74,12.58240167
08/07/2009,28.11,12.7502275
08/10/2009,27.35,12.40550417
08/11/2009,27.92,12.66404667
08/12/2009,27.91,12.65951083
08/13/2009,27.91,12.65951083
08/14/2009,27.14,12.31025167
08/17/2009,26.01,11.7977025
08/18/2009,25.94,11.76595167
08/19/2009,25.84,11.72059333
08/20/2009,26.04,11.81131
08/21/2009,26.34,11.947385
08/24/2009,26.78,12.14696167
08/25/2009,26.83,12.16964083
08/26/2009,26.88,12.19232
08/27/2009,26.93,12.21499917
08/28/2009,26.79,12.1514975
08/31/2009,26.31,11.9337775
09/01/2009,25.83,11.7160575
09/02/2009,25.68,11.64802
09/03/2009,25.99,11.78863083
09/04/2009,26.02,11.80223833
09/08/2009,26.64,12.08346
09/09/2009,26.26,11.91109833
09/10/2009,25.93,11.76141583
09/11/2009,25.4,11.52101667
09/14/2009,25.54,11.58451833
09/15/2009,25.61,11.61626917
09/16/2009,26.11,11.84306083
09/17/2009,25.68,11.64802
09/18/2009,25.7,11.65709167
09/21/2009,25.06,11.36679833
09/22/2009,25.03,11.35319083
09/23/2009,24.98,11.33051167
09/24/2009,24.83,11.26247417
09/25/2009,24.14,10.94950167
09/28/2009,24.61,11.16268583
09/29/2009,24.32,11.03114667
09/30/2009,24.62,11.16722167
10/01/2009,24.45,11.0901125
10/02/2009,24.33,11.0356825
10/05/2009,24.58,11.14907833
10/06/2009,25.02,11.348655
10/07/2009,25.11,11.3894775
10/08/2009,25.4,11.52101667
10/09/2009,25.43,11.53462417
10/13/2009,25.77,11.6888425
10/14/2009,26.19,11.8793475
10/15/2009,26.54,12.03810167
10/16/2009,25.88,11.73873667
10/19/2009,26.01,11.7977025
10/20/2009,25.23,11.4439075
10/21/2009,25.51,11.57091083
10/22/2009,25.58,11.60266167
10/23/2009,25.98,11.784095
10/26/2009,24.95,11.31690417
10/27/2009,25.37,11.50740917
10/28/2009,24.73,11.21711583
10/29/2009,24.94,11.31236833
10/30/2009,24.49,11.10825583
11/03/2009,24.45,11.0901125
11/04/2009,25.37,11.50740917
11/05/2009,25.7,11.65709167
11/06/2009,25.44,11.53916
11/09/2009,25.67,11.64348417
11/10/2009,24.95,11.31690417
11/11/2009,24.51,11.1173275
11/12/2009,24.45,11.0901125
11/13/2009,23.95,10.86332083
11/16/2009,24.71,11.20804417
11/17/2009,24.02,10.89507167
11/18/2009,23.66,10.73178167
11/19/2009,23.97,10.8723925
11/20/2009,24.14,10.94950167
11/23/2009,23.78,10.78621167
11/24/2009,23.57,10.69095917
11/25/2009,23.71,10.75446083
11/26/2009,23.48,10.65013667
11/27/2009,23.43,10.6274575
11/30/2009,23.33,10.58209917
12/01/2009,23.91,10.8451775
12/02/2009,23.78,10.78621167
12/03/2009,23.66,10.73178167
12/04/2009,23.52,10.66828
12/07/2009,23.91,10.8451775
12/08/2009,23.8,10.79528333
12/09/2009,23.72,10.75899667
12/10/2009,23.5,10.65920833
12/11/2009,23.58,10.695495
12/14/2009,23.92,10.84971333
12/15/2009,23.1,10.477775
12/16/2009,23.64,10.72271
12/17/2009,23.18,10.51406167
12/18/2009,23.37,10.6002425
12/21/2009,23.16,10.50499
12/22/2009,23.19,10.5185975
12/23/2009,23.52,10.66828
12/28/2009,24.12,10.94043
12/29/2009,24.1,10.93135833
12/30/2009,24.1,10.93135833
01/04/2010,24.42,11.076505
01/05/2010,24.26,11.00393167
01/06/2010,23.86,10.82249833
01/07/2010,24.07,10.91775083
01/08/2010,24.28,11.01300333
01/11/2010,23.27,10.55488417
01/12/2010,23.46,10.641065
01/13/2010,23.3,10.56849167
01/14/2010,22.66,10.27819833
01/15/2010,22.57,10.23737583
01/18/2010,22.64,10.26912667
01/19/2010,22.35,10.1375875
01/20/2010,21.95,9.956154167
01/21/2010,21.74,9.860901667
01/22/2010,21.61,9.801935833
01/25/2010,21.64,9.815543333
01/26/2010,21.28,9.652253333
01/27/2010,20.98,9.516178333
01/28/2010,20.82,9.443605
01/29/2010,20.58,9.334745
02/01/2010,20.51,9.302994167
02/02/2010,20.79,9.4299975
02/03/2010,20.5,9.298458333
02/04/2010,20,9.071666667
02/05/2010,19.92,9.03538
02/08/2010,20.33,9.221349167
02/09/2010,20.45,9.275779167
02/10/2010,20.51,9.302994167
02/11/2010,20.71,9.393710833
02/12/2010,20.62,9.352888333
02/17/2010,20.9,9.479891667
02/18/2010,20.95,9.502570833
02/19/2010,21.24,9.63411
02/22/2010,21.25,9.638645833
02/23/2010,21.46,9.733898333
02/24/2010,21.34,9.679468333
02/25/2010,21.08,9.561536667
02/26/2010,21.44,9.724826667
03/01/2010,21.29,9.656789167
03/02/2010,21.36,9.68854
03/03/2010,21.41,9.711219167
03/04/2010,20.95,9.502570833
03/05/2010,20.72,9.398246667
03/08/2010,20.69,9.384639167
03/09/2010,20.85,9.4572125
03/10/2010,21.03,9.5388575
03/11/2010,20.77,9.420925833
03/12/2010,20.65,9.366495833
03/15/2010,20.51,9.302994167
03/16/2010,20.72,9.398246667
03/17/2010,20.71,9.393710833
03/18/2010,20.7,9.389175
03/19/2010,20.79,9.4299975
03/22/2010,21.11,9.575144167
03/23/2010,21.32,9.670396667
03/24/2010,20.85,9.4572125
03/25/2010,20.77,9.420925833
03/26/2010,20.68,9.380103333
03/29/2010,21.33,9.6749325
03/30/2010,21.19,9.611430833
03/31/2010,20.97,9.5116425
04/01/2010,20.53,9.312065833
04/05/2010,20.51,9.302994167
04/06/2010,20.65,9.366495833
04/07/2010,20.57,9.330209167
04/08/2010,20.76,9.41639
04/09/2010,21.03,9.5388575
04/12/2010,21.23,9.629574167
04/13/2010,21.36,9.68854
04/14/2010,21.31,9.665860833
04/15/2010,21.25,9.638645833
04/16/2010,21.4,9.706683333
04/19/2010,21.43,9.720290833
04/20/2010,21.51,9.7565775
04/22/2010,21.75,9.8654375
04/23/2010,22,9.978833333
04/26/2010,22,9.978833333
04/27/2010,21.55,9.774720833
04/28/2010,21.67,9.829150833
04/29/2010,21.85,9.910795833
04/30/2010,21.68,9.833686667
05/03/2010,21.77,9.874509167
05/04/2010,21.49,9.747505833
05/05/2010,21.39,9.7021475
05/06/2010,21.09,9.5660725
05/07/2010,21.08,9.561536667
05/10/2010,21.3,9.661325
05/11/2010,21.07,9.557000833
05/12/2010,21.27,9.6477175
05/13/2010,21.29,9.656789167
05/14/2010,21.13,9.584215833
05/17/2010,21.02,9.534321667
05/18/2010,20.86,9.461748333
05/19/2010,21.03,9.5388575
05/20/2010,21.15,9.5932875
05/21/2010,20.98,9.516178333
05/24/2010,20.93,9.493499167
05/25/2010,20.91,9.4844275
05/26/2010,20.81,9.439069167
05/27/2010,21.13,9.584215833
05/28/2010,21.23,9.629574167
05/31/2010,21.12,9.57968
06/01/2010,20.68,9.380103333
06/02/2010,21.02,9.534321667
06/04/2010,20.96,9.507106667
06/07/2010,20.79,9.4299975
06/08/2010,21.1,9.570608333
06/09/2010,21.29,9.656789167
06/10/2010,21.41,9.711219167
06/11/2010,21.11,9.575144167
06/14/2010,21.44,9.724826667
06/15/2010,21.64,9.815543333
06/16/2010,21.67,9.829150833
06/17/2010,21.61,9.801935833
06/18/2010,21.77,9.874509167
06/21/2010,21.76,9.869973333
06/22/2010,21.76,9.869973333
06/23/2010,21.98,9.969761667
06/24/2010,21.96,9.96069
06/25/2010,21.96,9.96069
06/28/2010,21.95,9.956154167
06/29/2010,21.86,9.915331667
06/30/2010,21.96,9.96069
07/01/2010,22.04,9.996976667
07/02/2010,22.26,10.096765
07/05/2010,22.17,10.0559425
07/06/2010,22.19,10.06501417
07/07/2010,22.57,10.23737583
07/08/2010,22.89,10.3825225
07/09/2010,23.05,10.45509583
07/12/2010,23.17,10.50952583
07/13/2010,23.43,10.6274575
07/14/2010,23.32,10.57756333
07/15/2010,23.45,10.63652917
07/16/2010,23.67,10.7363175
07/19/2010,23.75,10.77260417
07/20/2010,23.87,10.82703417
07/21/2010,23.81,10.79981917
07/22/2010,24.23,10.99032417
07/23/2010,24.12,10.94043
07/26/2010,23.82,10.804355
07/27/2010,23.73,10.7635325
07/28/2010,23.86,10.82249833
07/29/2010,24.27,11.0084675
07/30/2010,24.48,11.10372
08/02/2010,24.57,11.1445425
08/03/2010,24.45,11.0901125
08/04/2010,24.55,11.13547083
08/05/2010,24.77,11.23525917
08/06/2010,24.75,11.2261875
08/09/2010,25.08,11.37587
08/10/2010,24.92,11.30329667
08/11/2010,24.67,11.18990083
08/12/2010,24.86,11.27608167
08/13/2010,25.1,11.38494167
08/16/2010,25.27,11.46205083
08/17/2010,25.38,11.511945
08/18/2010,25.36,11.50287333
08/19/2010,25.29,11.4711225
08/20/2010,24.98,11.33051167
08/23/2010,24.9,11.294225
08/24/2010,24.64,11.17629333
08/25/2010,24.59,11.15361417
08/26/2010,24.72,11.21258
08/27/2010,25.01,11.34411917
08/30/2010,25.04,11.35772667
08/31/2010,25.11,11.3894775
09/01/2010,25.01,11.34411917
09/02/2010,25.28,11.46658667
09/03/2010,25.43,11.53462417
09/06/2010,25.56,11.59359
09/08/2010,25.82,11.71152167
09/09/2010,25.85,11.72512917
09/10/2010,25.76,11.68430667
09/13/2010,25.65,11.6344125
09/14/2010,25.9,11.74780833
09/15/2010,25.9,11.74780833
09/16/2010,25.83,11.7160575
09/17/2010,25.99,11.78863083
09/20/2010,26.18,11.87481167
09/21/2010,26.63,12.07892417
09/22/2010,26.48,12.01088667
09/23/2010,26.47,12.00635083
09/24/2010,26.59,12.06078083
09/27/2010,26.87,12.18778417
09/28/2010,26.72,12.11974667
09/29/2010,26.53,12.03356583
09/30/2010,26.28,11.92017
10/01/2010,26.24,11.90202667
10/04/2010,25.61,11.61626917
10/05/2010,25.83,11.7160575
10/06/2010,25.87,11.73420083
10/07/2010,25.66,11.63894833
10/08/2010,26.59,12.06078083
10/11/2010,27.03,12.2603575
10/13/2010,27.54,12.491685
10/14/2010,27.76,12.59147333
10/15/2010,27.74,12.58240167
10/18/2010,27.38,12.41911167
10/19/2010,27.25,12.36014583
10/20/2010,27.66,12.546115
10/21/2010,27.53,12.48714917
10/22/2010,27.55,12.49622083
10/25/2010,27.86,12.63683167
10/26/2010,28.05,12.7230125
10/27/2010,27.64,12.53704333
10/28/2010,27.94,12.67311833
10/29/2010,28.14,12.763835
11/01/2010,28.1,12.74569167
11/03/2010,28.22,12.80012167
11/04/2010,28.7,13.01784167
11/05/2010,28.81,13.06773583
11/08/2010,29.19,13.2400975
11/09/2010,29.87,13.54853417
11/10/2010,29.72,13.48049667
11/11/2010,29.7,13.471425
11/12/2010,29.36,13.31720667
11/16/2010,27.91,12.65951083
11/17/2010,28.24,12.80919333
11/18/2010,28.28,12.82733667
11/19/2010,28.24,12.80919333
11/22/2010,28.43,12.89537417
11/23/2010,28.16,12.77290667
11/24/2010,28.55,12.94980417
11/25/2010,28.63,12.98609083
11/26/2010,28.41,12.8863025
11/29/2010,28.66,12.99969833
11/30/2010,28.69,13.01330583
12/01/2010,28.81,13.06773583
12/02/2010,29.07,13.1856675
12/03/2010,29.39,13.33081417
12/06/2010,29.6,13.42606667
12/07/2010,29.27,13.27638417
12/08/2010,29.24,13.26277667
12/09/2010,28.87,13.09495083
12/10/2010,28.66,12.99969833
12/13/2010,28.98,13.144845
12/14/2010,29.42,13.34442167
12/15/2010,29.16,13.22649
12/16/2010,29.17,13.23102583
12/17/2010,29.06,13.18113167
12/20/2010,28.94,13.12670167
12/21/2010,29.28,13.28092
12/22/2010,29.31,13.2945275
12/23/2010,29.41,13.33988583
12/27/2010,29.43,13.3489575
12/28/2010,29.64,13.44421
12/29/2010,29.78,13.50771167
12/30/2010,29.97,13.5938925
01/03/2011,30.23,13.71182417
01/04/2011,29.92,13.57121333
01/05/2011,29.7,13.471425
01/06/2011,29.93,13.57574917
01/07/2011,29.69,13.46688917
01/10/2011,29.95,13.58482083
01/11/2011,29.96,13.58935667
01/12/2011,30.44,13.80707667
01/13/2011,30.56,13.86150667
01/14/2011,30.84,13.98851
01/17/2011,30.47,13.82068417
01/18/2011,30.64,13.89779333
01/19/2011,30.38,13.77986167
01/20/2011,30.66,13.906865
01/21/2011,30.8,13.97036667
01/24/2011,30.76,13.95222333
01/25/2011,30.76,13.95222333
01/26/2011,30.07,13.63925083
01/27/2011,29.83,13.53039083
01/28/2011,30.04,13.62564333
01/31/2011,30.65,13.90232917
02/01/2011,31.14,14.124585
02/02/2011,31.08,14.09737
02/03/2011,31.29,14.1926225
02/04/2011,30.43,13.80254083
02/07/2011,31.22,14.16087167
02/08/2011,31.78,14.41487833
02/09/2011,31.82,14.43302167
02/10/2011,31.74,14.396735
02/11/2011,31.78,14.41487833
02/14/2011,31.54,14.30601833
02/15/2011,30.96,14.04294
02/16/2011,30.62,13.88872167
02/17/2011,30.92,14.02479667
02/18/2011,30.84,13.98851
02/21/2011,30.91,14.02026083
02/22/2011,29.89,13.55760583
02/23/2011,29.06,13.18113167
02/24/2011,29.21,13.24916917
02/25/2011,29.82,13.525855
02/28/2011,30.01,13.61203583
03/01/2011,29.96,13.58935667
03/02/2011,30.49,13.82975583
03/03/2011,30.72,13.93408
03/04/2011,30.94,14.03386833
03/09/2011,30.06,13.634715
03/10/2011,29.92,13.57121333
03/11/2011,29.66,13.45328167
03/14/2011,29.6,13.42606667
03/15/2011,29.51,13.38524417
03/16/2011,28.44,12.89991
03/17/2011,28.89,13.1040225
03/18/2011,30.15,13.6755375
03/21/2011,30.02,13.61657167
03/22/2011,29.95,13.58482083
03/23/2011,29.86,13.54399833
03/24/2011,29.57,13.41245917
03/25/2011,29.61,13.4306025
03/28/2011,29.54,13.39885167
03/29/2011,29.72,13.48049667
03/30/2011,30.18,13.689145
03/31/2011,30.23,13.71182417
04/01/2011,30.39,13.7843975
04/04/2011,30.08,13.64378667
04/05/2011,30.08,13.64378667
04/06/2011,29.72,13.48049667
04/07/2011,30.62,13.88872167
04/08/2011,29.86,13.54399833
04/11/2011,29.73,13.4850325
04/12/2011,29.33,13.30359917
04/13/2011,29.31,13.2945275
04/14/2011,28.91,13.11309417
04/15/2011,28.95,13.1312375
04/18/2011,29.23,13.25824083
04/19/2011,29.49,13.3761725
04/20/2011,29.76,13.49864
04/25/2011,29.94,13.580285
04/26/2011,30.08,13.64378667
04/27/2011,30.09,13.6483225
04/28/2011,29.83,13.53039083
04/29/2011,30.02,13.61657167
05/02/2011,30.27,13.7299675
05/03/2011,29.89,13.55760583
05/04/2011,29.28,13.28092
05/05/2011,28.5,12.927125
05/06/2011,29.07,13.1856675
05/09/2011,29.01,13.1584525
05/10/2011,29.28,13.28092
05/11/2011,28.86,13.090415
05/12/2011,28.98,13.144845
05/13/2011,28.83,13.0768075
05/16/2011,28.92,13.11763
05/17/2011,29.37,13.3217425
05/18/2011,29.85,13.5394625
05/19/2011,29.8,13.51678333
05/20/2011,30.09,13.6483225
05/23/2011,29.8,13.51678333
05/24/2011,30.07,13.63925083
05/25/2011,30.12,13.66193
05/26/2011,30.32,13.75264667
05/27/2011,30.35,13.76625417
05/30/2011,30.76,13.95222333
05/31/2011,31.01,14.06561917
06/01/2011,30.02,13.61657167
06/02/2011,30.76,13.95222333
06/03/2011,31.03,14.07469083
06/06/2011,30.91,14.02026083
06/07/2011,30.34,13.76171833
06/08/2011,30.63,13.8932575
06/09/2011,30.69,13.9204725
06/10/2011,30.18,13.689145
06/13/2011,30.26,13.72543167
06/14/2011,30.83,13.98397417
06/15/2011,29.9,13.56214167
06/16/2011,29.74,13.48956833
06/17/2011,29.74,13.48956833
06/20/2011,29.78,13.50771167
06/21/2011,29.8,13.51678333
06/22/2011,29.8,13.51678333
06/24/2011,29.52,13.38978
06/27/2011,29.45,13.35802917
06/28/2011,29.92,13.57121333
06/29/2011,29.9,13.56214167
06/30/2011,30.09,13.6483225
07/01/2011,29.63,13.43967417
07/04/2011,29.7,13.471425
07/05/2011,30.07,13.63925083
07/06/2011,30.04,13.62564333
07/07/2011,30.31,13.74811083
07/08/2011,30.58,13.87057833
07/11/2011,30.44,13.80707667
07/12/2011,30.74,13.94315167
07/13/2011,31.1,14.10644167
07/14/2011,31.42,14.25158833
07/15/2011,31.51,14.29241083
07/18/2011,31.26,14.179015
07/19/2011,31.63,14.34684083
07/20/2011,31.81,14.42848583
07/21/2011,31.34,14.21530167
07/22/2011,31.64,14.35137667
07/25/2011,31.76,14.40580667
07/26/2011,31.9,14.46930833
07/27/2011,31.91,14.47384417
07/28/2011,31.51,14.29241083
07/29/2011,31.24,14.16994333
08/01/2011,30.77,13.95675917
08/02/2011,30.95,14.03840417
08/03/2011,31.14,14.124585
08/04/2011,30.5,13.83429167
08/05/2011,30.42,13.798005
08/08/2011,29.64,13.44421
08/09/2011,30.6,13.87965
08/10/2011,30.08,13.64378667
08/11/2011,30.96,14.04294
08/12/2011,31.01,14.06561917
08/15/2011,30.7,13.92500833
08/16/2011,30.5,13.83429167
08/17/2011,30.75,13.9476875
08/18/2011,30.43,13.80254083
08/19/2011,30.64,13.89779333
08/22/2011,30.78,13.961295
08/23/2011,31.31,14.20169417
08/24/2011,31.12,14.11551333
08/25/2011,31.2,14.1518
08/26/2011,31.62,14.342305
08/29/2011,32.2,14.60538333
08/30/2011,32.24,14.62352667
08/31/2011,32.39,14.69156417
09/01/2011,32.13,14.5736325
09/02/2011,32.04,14.53281
09/05/2011,31.77,14.4103425
09/06/2011,31.08,14.09737
09/08/2011,31.16,14.13365667
09/09/2011,31.37,14.22890917
09/12/2011,30.61,13.88418583
09/13/2011,30.49,13.82975583
09/14/2011,30.81,13.9749025
09/15/2011,31.03,14.07469083
09/16/2011,29.77,13.50317583
09/19/2011,29.47,13.36710083
09/20/2011,29.45,13.35802917
09/21/2011,29.18,13.23556167
09/22/2011,27.86,12.63683167
09/23/2011,28.37,12.86815917
09/26/2011,27.9,12.654975
09/27/2011,28.12,12.75476333
09/28/2011,27.84,12.62776
09/29/2011,27,12.24675
09/30/2011,25.87,11.73420083
10/03/2011,25.93,11.76141583
10/04/2011,25.41,11.5255525
10/05/2011,25.72,11.66616333
10/06/2011,26.42,11.98367167
10/07/2011,26.74,12.12881833
10/10/2011,26.68,12.10160333
10/11/2011,26.86,12.18324833
10/13/2011,27.55,12.49622083
10/14/2011,28.22,12.80012167
10/17/2011,27.77,12.59600917
10/18/2011,27.72,12.57333
10/19/2011,27.29,12.37828917
10/20/2011,27.61,12.52343583
10/21/2011,27.65,12.54157917
10/24/2011,28.08,12.73662
10/25/2011,27.49,12.46900583
10/26/2011,27.76,12.59147333
10/27/2011,28.87,13.09495083
10/28/2011,29.29,13.28545583
10/31/2011,29.04,13.17206
11/01/2011,27.17,12.32385917
11/03/2011,27.57,12.5052925
11/04/2011,27.7,12.56425833
11/07/2011,27.51,12.4780775
11/08/2011,27.65,12.54157917
11/09/2011,27.29,12.37828917
11/10/2011,26.97,12.2331425
11/11/2011,27.24,12.35561
11/14/2011,26.91,12.2059275
11/16/2011,27.22,12.34653833
11/17/2011,26.95,12.22407083
11/18/2011,26.59,12.06078083
11/21/2011,26.09,11.83398917
11/22/2011,26.09,11.83398917
11/23/2011,25.76,11.68430667
11/24/2011,25.21,11.43483583
11/25/2011,25.43,11.53462417
11/28/2011,25.76,11.68430667
11/29/2011,25.9,11.74780833
11/30/2011,26.43,11.9882075
12/01/2011,26.54,12.03810167
12/02/2011,26.69,12.10613917
12/05/2011,26.74,12.12881833
12/06/2011,26.64,12.08346
12/07/2011,26.7,12.110675
12/08/2011,26.33,11.94284917
12/09/2011,25.75,11.67977083
12/12/2011,25.22,11.43937167
12/13/2011,25.31,11.48019417
12/14/2011,25.04,11.35772667
12/15/2011,25.21,11.43483583
12/16/2011,25.59,11.6071975
12/19/2011,25.43,11.53462417
12/20/2011,25.77,11.6888425
12/21/2011,25.59,11.6071975
12/22/2011,25.65,11.6344125
12/23/2011,25.55,11.58905417
12/26/2011,25.55,11.58905417
12/27/2011,26.6,12.06531667
12/28/2011,26.41,11.97913583
12/29/2011,26.48,12.01088667
01/02/2012,26.47,12.00635083
01/03/2012,27.73,12.57786583
01/04/2012,27.75,12.5869375
01/05/2012,27.61,12.52343583
01/06/2012,27.37,12.41457583
01/09/2012,27.61,12.52343583
01/10/2012,28.15,12.76837083
01/11/2012,28.18,12.78197833
01/12/2012,28.43,12.89537417
01/13/2012,28.3,12.83640833
01/16/2012,28.43,12.89537417
01/17/2012,28.56,12.95434
01/18/2012,26.91,12.2059275
01/19/2012,27.08,12.28303667
01/20/2012,27.2,12.33746667
01/23/2012,27.73,12.57786583
01/24/2012,27.76,12.59147333
01/25/2012,27.73,12.57786583
01/26/2012,27.84,12.62776
01/27/2012,27.68,12.55518667
01/30/2012,27.57,12.5052925
01/31/2012,27.63,12.5325075
02/01/2012,27.7,12.56425833
02/02/2012,27.87,12.6413675
02/03/2012,27.96,12.68219
02/06/2012,27.79,12.60508083
02/07/2012,27.84,12.62776
02/08/2012,28.27,12.82280083
02/09/2012,27.94,12.67311833
02/10/2012,27.83,12.62322417
02/13/2012,28.24,12.80919333
02/14/2012,28.88,13.09948667
02/15/2012,29.1,13.199275
02/16/2012,29.45,13.35802917
02/17/2012,29.48,13.37163667
02/22/2012,29.6,13.42606667
02/23/2012,29.51,13.38524417
02/24/2012,29.82,13.525855
02/27/2012,29.37,13.3217425
02/28/2012,29.67,13.4578175
02/29/2012,29.43,13.3489575
03/01/2012,30.08,13.64378667
03/02/2012,30.01,13.61203583
03/05/2012,30.1,13.65285833
03/06/2012,30.11,13.65739417
03/07/2012,29.99,13.60296417
03/08/2012,30.08,13.64378667
03/09/2012,30.41,13.79346917
03/12/2012,30.43,13.80254083
03/13/2012,30.67,13.91140083
03/14/2012,30.82,13.97943833
03/15/2012,30.92,14.02479667
03/16/2012,31.09,14.10190583
03/19/2012,30.79,13.96583083
03/20/2012,30.57,13.8660425
03/21/2012,30.65,13.90232917
03/22/2012,30.57,13.8660425
03/23/2012,30.79,13.96583083
03/26/2012,31.02,14.070155
03/27/2012,31.03,14.07469083
03/28/2012,30.93,14.0293325
03/29/2012,30.71,13.92954417
03/30/2012,31.64,14.35137667
04/02/2012,32.05,14.53734583
04/03/2012,31.79,14.41941417
04/04/2012,31.9,14.46930833
04/05/2012,32.25,14.6280625
04/09/2012,32.26,14.63259833
04/10/2012,32.31,14.6552775
04/11/2012,32.28,14.64167
04/12/2012,32.71,14.83671083
04/13/2012,32.63,14.80042417
04/16/2012,32.05,14.53734583
04/17/2012,32.28,14.64167
04/18/2012,32.02,14.52373833
04/19/2012,32.25,14.6280625
04/20/2012,32.3,14.65074167
04/23/2012,32.96,14.95010667
04/24/2012,32.79,14.8729975
04/25/2012,33.29,15.09978917
04/26/2012,33.28,15.09525333
04/27/2012,33.56,15.22225667
04/30/2012,33.15,15.0362875
05/02/2012,32.58,14.777745
05/03/2012,33.36,15.13154
05/04/2012,33.27,15.0907175
05/07/2012,33.18,15.049895
05/08/2012,32.78,14.86846167
05/09/2012,32.26,14.63259833
05/10/2012,32.74,14.85031833
05/11/2012,32.18,14.59631167
05/14/2012,31.61,14.33776917
05/15/2012,31.91,14.47384417
05/16/2012,31.89,14.4647725
05/17/2012,32.18,14.59631167
05/18/2012,32.23,14.61899083
05/21/2012,32.04,14.53281
05/22/2012,31.26,14.179015
05/23/2012,31.45,14.26519583
05/24/2012,31.52,14.29694667
05/25/2012,32.12,14.56909667
05/28/2012,32.38,14.68702833
05/29/2012,31.59,14.3286975
05/30/2012,31.23,14.1654075
05/31/2012,31.23,14.1654075
06/01/2012,30.68,13.91593667
06/04/2012,30.72,13.93408
06/05/2012,31.37,14.22890917
06/06/2012,31.42,14.25158833
06/08/2012,32.77,14.86392583
06/11/2012,32.68,14.82310333
06/12/2012,32.48,14.73238667
06/13/2012,32.34,14.668885
06/14/2012,33,14.96825
06/15/2012,32.75,14.85485417
06/18/2012,32.58,14.777745
06/19/2012,33.58,15.23132833
06/20/2012,33.84,15.34926
06/21/2012,33.74,15.30390167
06/22/2012,33.9,15.376475
06/25/2012,34.79,15.78016417
06/26/2012,34.64,15.71212667
06/27/2012,35,15.87541667
06/28/2012,35.05,15.89809583
06/29/2012,36.32,16.47414667
07/02/2012,36.03,16.3426075
07/03/2012,35.57,16.13395917
07/04/2012,35.55,16.1248875
07/05/2012,35.36,16.03870667
07/06/2012,35.29,16.00695583
07/09/2012,35.29,16.00695583
07/10/2012,38.37,17.4039925
07/11/2012,38.8,17.59903333
07/12/2012,38.76,17.58089
07/13/2012,38.78,17.58996167
07/16/2012,39.78,18.043545
07/17/2012,39.96,18.12519
07/18/2012,40.81,18.51073583
07/19/2012,40.97,18.58330917
07/20/2012,41.56,18.85092333
07/23/2012,41.27,18.71938417
07/24/2012,41.13,18.6558825
07/25/2012,41.33,18.74659917
07/26/2012,41.54,18.84185167
07/27/2012,41.52,18.83278
07/30/2012,41.34,18.751135
07/31/2012,41.2,18.68763333
08/01/2012,41.28,18.72392
08/02/2012,40.65,18.4381625
08/03/2012,40.93,18.56516583
08/06/2012,40.93,18.56516583
08/07/2012,40.93,18.56516583
08/08/2012,41.05,18.61959583
08/09/2012,41.15,18.66495417
08/10/2012,41.67,18.9008175
08/13/2012,41.54,18.84185167
08/14/2012,41.44,18.79649333
08/15/2012,41.54,18.84185167
08/16/2012,41.6,18.86906667
08/17/2012,41.69,18.90988917
08/20/2012,41.44,18.79649333
08/21/2012,41.6,18.86906667
08/22/2012,42.14,19.11400167
08/23/2012,43.33,19.65376583
08/24/2012,44.42,20.14817167
08/27/2012,44.22,20.057455
08/28/2012,43.98,19.948595
08/29/2012,43.94,19.93045167
08/30/2012,44.15,20.02570417
08/31/2012,44.93,20.37949917
09/03/2012,44.88,20.35682
09/04/2012,44.68,20.26610333
09/05/2012,45.12,20.46568
09/06/2012,45.32,20.55639667
09/10/2012,44.69,20.27063917
09/11/2012,44.82,20.329605
09/12/2012,44.43,20.1527075
09/13/2012,44.54,20.20260167
09/14/2012,44.71,20.27971083
09/17/2012,44.36,20.12095667
09/18/2012,44.51,20.18899417
09/19/2012,44.47,20.17085083
09/20/2012,44.49,20.1799225
09/21/2012,44.47,20.17085083
09/24/2012,39.09,17.7305725
09/25/2012,37.33,16.93226583
09/26/2012,37.21,16.87783583
09/27/2012,37.29,16.9141225
09/28/2012,37.32,16.92773
10/01/2012,37.36,16.94587333
10/02/2012,37.36,16.94587333
10/03/2012,37.45,16.98669583
10/04/2012,37.51,17.01391083
10/05/2012,37.31,16.92319417
10/08/2012,37.32,16.92773
10/09/2012,37.2,16.8733
10/10/2012,37.12,16.83701333
10/11/2012,37.14,16.846085
10/15/2012,37.23,16.8869075
10/16/2012,37.2,16.8733
10/17/2012,37.29,16.9141225
10/18/2012,37.34,16.93680167
10/19/2012,37.34,16.93680167
10/22/2012,37.42,16.97308833
10/23/2012,37.36,16.94587333
10/24/2012,37.36,16.94587333
10/25/2012,37.38,16.954945
10/26/2012,37.36,16.94587333
10/29/2012,37.25,16.89597917
10/30/2012,37.29,16.9141225
10/31/2012,37.31,16.92319417
11/01/2012,37.27,16.90505083
11/05/2012,37.21,16.87783583
11/06/2012,37.23,16.8869075
11/07/2012,37.21,16.87783583
11/08/2012,37.09,16.82340583
11/09/2012,36.98,16.77351167
11/12/2012,36.91,16.74176083
